event_id,event_name,event_date,url_link
242,UFC Fight Night: Till vs. Masvidal,2019-03-16,http://www.ufcstats.com/event-details/80eacd4da0617c57
243,UFC Fight Night: Lewis vs. Dos Santos,2019-03-09,http://www.ufcstats.com/event-details/e96d8538d3f9d0ed
244,UFC 235: Jones vs. Smith,2019-03-02,http://www.ufcstats.com/event-details/2d5fbe2103f97053
245,UFC Fight Night: Blachowicz vs. Santos,2019-02-23,http://www.ufcstats.com/event-details/6546af7ab545b90c
246,UFC Fight Night: Ngannou vs. Velasquez,2019-02-17,http://www.ufcstats.com/event-details/a7a79b8efbceaaac
247,UFC 234: Adesanya vs. Silva,2019-02-09,http://www.ufcstats.com/event-details/b5882371e2a3900d
248,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02,http://www.ufcstats.com/event-details/84283233ec42be5f
249,UFC Fight Night: Cejudo vs. Dillashaw,2019-01-19,http://www.ufcstats.com/event-details/d4da8995fc91e7ef
250,UFC 232: Jones vs. Gustafsson 2,2018-12-29,http://www.ufcstats.com/event-details/c046100aea0dba9a
251,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,http://www.ufcstats.com/event-details/7a703c565ccaa18f
252,UFC 231: Holloway vs. Ortega,2018-12-08,http://www.ufcstats.com/event-details/2a74bbba57058f12
253,UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,http://www.ufcstats.com/event-details/d1d20e651e6cbc02
254,The Ultimate Fighter: Heavy Hitters Finale,2018-11-30,http://www.ufcstats.com/event-details/c7ac79839e86ce33
255,UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,http://www.ufcstats.com/event-details/de25520d54eab12d
256,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,http://www.ufcstats.com/event-details/aa3153a9941b4d44
257,UFC Fight Night: Korean Zombie vs. Rodriguez,2018-11-10,http://www.ufcstats.com/event-details/42c96a9c4802e2e1
258,UFC 230: Cormier vs. Lewis,2018-11-03,http://www.ufcstats.com/event-details/20821819c401ced8
259,UFC Fight Night: Oezdemir vs. Smith,2018-10-27,http://www.ufcstats.com/event-details/33a331684283900f
260,UFC 229: Khabib vs. McGregor,2018-10-06,http://www.ufcstats.com/event-details/1ef0eae31904e534
261,UFC Fight Night: Marreta vs. Anders,2018-09-22,http://www.ufcstats.com/event-details/852454c572675334
262,UFC Fight Night: Hunt vs. Oleinik,2018-09-15,http://www.ufcstats.com/event-details/8d49545dadf9b919
263,UFC 228: Woodley vs. Till,2018-09-08,http://www.ufcstats.com/event-details/d5ae8074631762fc
264,UFC Fight Night: Gaethje vs. Vick,2018-08-25,http://www.ufcstats.com/event-details/c0342805a1948cbb
265,UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,http://www.ufcstats.com/event-details/03b1e846b09f721d
266,UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,http://www.ufcstats.com/event-details/322a56923b396b4d
267,UFC Fight Night: Shogun vs. Smith,2018-07-22,http://www.ufcstats.com/event-details/4f732e58ed907eff
268,UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,http://www.ufcstats.com/event-details/b45d6b73f4ca4467
269,UFC 226: Miocic vs. Cormier,2018-07-07,http://www.ufcstats.com/event-details/35585d970300d45a
270,The Ultimate Fighter: Undefeated Finale,2018-07-06,http://www.ufcstats.com/event-details/8215e4fe24e8e81b
271,UFC Fight Night: Cowboy vs. Edwards,2018-06-23,http://www.ufcstats.com/event-details/ac5f67109accb482
272,UFC 225: Whittaker vs. Romero 2,2018-06-09,http://www.ufcstats.com/event-details/2eae41f61776c60f
273,UFC Fight Night: Rivera vs. Moraes,2018-06-01,http://www.ufcstats.com/event-details/d29b5c4f22c6357d
274,UFC Fight Night: Thompson vs. Till,2018-05-27,http://www.ufcstats.com/event-details/f5990c11974d8e9c
275,UFC Fight Night: Maia vs. Usman,2018-05-19,http://www.ufcstats.com/event-details/3144121470023e9a
276,UFC 224: Nunes vs. Pennington,2018-05-12,http://www.ufcstats.com/event-details/67ec58d7cf599835
277,UFC Fight Night: Barboza vs. Lee,2018-04-21,http://www.ufcstats.com/event-details/ad99fa5325519169
278,UFC Fight Night: Poirier vs. Gaethje,2018-04-14,http://www.ufcstats.com/event-details/620be7e0712d431b
279,UFC 223: Khabib vs. Iaquinta,2018-04-07,http://www.ufcstats.com/event-details/49e7e05f902479ca
280,UFC Fight Night: Werdum vs. Volkov,2018-03-17,http://www.ufcstats.com/event-details/eed2b71d77d95416
281,UFC 222: Cyborg vs. Kunitskaya,2018-03-03,http://www.ufcstats.com/event-details/7929be8290289a47
282,UFC Fight Night: Emmett vs. Stephens,2018-02-24,http://www.ufcstats.com/event-details/daa89f01e1c0f42a
283,UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,http://www.ufcstats.com/event-details/d181689653115b6a
284,UFC 221: Romero vs. Rockhold,2018-02-10,http://www.ufcstats.com/event-details/15515e797aedc137
285,UFC Fight Night: Machida vs. Anders,2018-02-03,http://www.ufcstats.com/event-details/7cf20446453f852b
286,UFC Fight Night: Jacare vs. Brunson 2,2018-01-27,http://www.ufcstats.com/event-details/602bb270f2bdbf02
287,UFC 220: Miocic vs. Ngannou,2018-01-20,http://www.ufcstats.com/event-details/02177caefe7c07d4
288,UFC Fight Night: Stephens vs. Choi,2018-01-14,http://www.ufcstats.com/event-details/fc1868f56d3036eb
289,UFC 219: Cyborg vs. Holm,2017-12-30,http://www.ufcstats.com/event-details/04076783ca83d6ae
290,UFC Fight Night: Lawler vs. Dos Anjos,2017-12-16,http://www.ufcstats.com/event-details/eaa0a728cc91ef60
291,UFC Fight Night: Swanson vs. Ortega,2017-12-09,http://www.ufcstats.com/event-details/bcd124bcd3d5be46
292,UFC 218: Holloway vs. Aldo 2,2017-12-02,http://www.ufcstats.com/event-details/9e30f69cc0869301
293,The Ultimate Fighter: A New World Champion Finale,2017-12-01,http://www.ufcstats.com/event-details/30e8b4505f5ccf92
294,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,http://www.ufcstats.com/event-details/e7bc606d269896aa
295,UFC Fight Night: Werdum vs. Tybura,2017-11-18,http://www.ufcstats.com/event-details/caced97768818230
296,UFC Fight Night: Poirier vs. Pettis,2017-11-11,http://www.ufcstats.com/event-details/d856a0080ac09ed7
297,UFC 217: Bisping vs. St-Pierre,2017-11-04,http://www.ufcstats.com/event-details/a25b71fe5e31fa97
298,UFC Fight Night: Brunson vs. Machida,2017-10-28,http://www.ufcstats.com/event-details/a7724f51e32e763e
299,UFC Fight Night: Cerrone vs. Till,2017-10-21,http://www.ufcstats.com/event-details/d6b68eaf4b68b160
300,UFC 216: Ferguson vs. Lee,2017-10-07,http://www.ufcstats.com/event-details/cc5834a495d1ea08
301,UFC Fight Night: Saint Preux vs. Okami,2017-09-22,http://www.ufcstats.com/event-details/9211aae062b799d6
302,UFC Fight Night: Rockhold vs. Branch,2017-09-16,http://www.ufcstats.com/event-details/1979c80150f630c4
303,UFC 215: Nunes vs Shevchenko 2,2017-09-09,http://www.ufcstats.com/event-details/d86e913c548c07c2
304,UFC Fight Night: Volkov vs. Struve,2017-09-02,http://www.ufcstats.com/event-details/a3244e3238541482
305,UFC Fight Night: Pettis vs. Moreno,2017-08-05,http://www.ufcstats.com/event-details/f4a031ac205ac580
306,UFC 214: Cormier vs. Jones 2,2017-07-29,http://www.ufcstats.com/event-details/ff9578cdbfabd323
307,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,http://www.ufcstats.com/event-details/9f3d6ddef3d3cccc
308,UFC Fight Night: Nelson vs. Ponzinibbio,2017-07-16,http://www.ufcstats.com/event-details/d7907a9a968e4d29
309,UFC 213: Romero vs. Whittaker,2017-07-08,http://www.ufcstats.com/event-details/686cccbf1a4de453
310,The Ultimate Fighter: Redemption Finale,2017-07-07,http://www.ufcstats.com/event-details/23bd78c3f89bdb54
311,UFC Fight Night: Chiesa vs. Lee,2017-06-25,http://www.ufcstats.com/event-details/99bf06f20491cb54
312,UFC Fight Night: Holm vs. Correia,2017-06-17,http://www.ufcstats.com/event-details/353de740bb6c7e75
313,UFC Fight Night: Lewis vs. Hunt,2017-06-10,http://www.ufcstats.com/event-details/90e7447d8b7f3f35
314,UFC 212: Aldo vs. Holloway,2017-06-03,http://www.ufcstats.com/event-details/1507214bbc7a79e2
315,UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,http://www.ufcstats.com/event-details/1c7cce2f5c17160d
316,UFC 211: Miocic vs. Dos Santos,2017-05-13,http://www.ufcstats.com/event-details/5df10509264586e5
317,UFC Fight Night: Swanson vs. Lobov,2017-04-22,http://www.ufcstats.com/event-details/bc7f7f0ba3db74d2
318,UFC on FOX: Johnson vs. Reis,2017-04-15,http://www.ufcstats.com/event-details/ed069a95aaaf4f56
319,UFC 210: Cormier vs. Johnson 2,2017-04-08,http://www.ufcstats.com/event-details/e7bfdb5e0112891e
320,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,http://www.ufcstats.com/event-details/c0231720fe516994
321,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,http://www.ufcstats.com/event-details/47b7e4e60813b7b2
322,UFC 209: Woodley vs. Thompson 2,2017-03-04,http://www.ufcstats.com/event-details/20e403a1acfef130
323,UFC Fight Night: Lewis vs. Browne,2017-02-19,http://www.ufcstats.com/event-details/b4ad3a06ee4d660c
324,UFC 208: Holm vs. De Randamie,2017-02-11,http://www.ufcstats.com/event-details/865aa315ea62c511
325,UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,http://www.ufcstats.com/event-details/6a8a06b542e1516d
326,UFC on FOX: Shevchenko vs. Pena,2017-01-28,http://www.ufcstats.com/event-details/4512e46543b960ad
327,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,http://www.ufcstats.com/event-details/46effbd1135423c5
328,UFC 207: Nunes vs. Rousey,2016-12-30,http://www.ufcstats.com/event-details/4b2390cfaceb91d8
329,UFC on FOX: VanZant vs. Waterson,2016-12-17,http://www.ufcstats.com/event-details/32541eb5d12668b4
330,UFC 206: Holloway vs. Pettis,2016-12-10,http://www.ufcstats.com/event-details/6e3282d57d2467a0
331,UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,http://www.ufcstats.com/event-details/7139cd2ae4bf6a29
332,The Ultimate Fighter: Tournament of Champions Finale,2016-12-03,http://www.ufcstats.com/event-details/bd4389b71fdc0ce2
333,UFC Fight Night: Whittaker vs. Brunson,2016-11-26,http://www.ufcstats.com/event-details/73e09f837f3b5ecc
334,UFC Fight Night: Bader vs. Nogueira,2016-11-19,http://www.ufcstats.com/event-details/5cde96e0a1a1fffe
335,UFC Fight Night: Mousasi vs. Hall 2,2016-11-19,http://www.ufcstats.com/event-details/6810d8d2dd557cf9
336,UFC 205: Alvarez vs McGregor,2016-11-12,http://www.ufcstats.com/event-details/4956f60b7fa57c1a
337,UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,http://www.ufcstats.com/event-details/6083f497c22cc075
338,UFC 204: Bisping vs. Henderson,2016-10-08,http://www.ufcstats.com/event-details/154a6b3ffae264cd
339,UFC Fight Night: Lineker vs. Dodson,2016-10-01,http://www.ufcstats.com/event-details/a196332ee4aa8a82
340,UFC Fight Night: Cyborg vs. Lansberg,2016-09-24,http://www.ufcstats.com/event-details/e18012194473e8b0
341,UFC Fight Night: Poirier vs. Johnson,2016-09-17,http://www.ufcstats.com/event-details/d6455cb4bee503ce
342,UFC 203: Miocic vs. Overeem,2016-09-10,http://www.ufcstats.com/event-details/2dc7f1762dc0a7ef
343,UFC Fight Night: Arlovski vs. Barnett,2016-09-03,http://www.ufcstats.com/event-details/2b4faacc16d66898
344,UFC on FOX: Maia vs. Condit,2016-08-27,http://www.ufcstats.com/event-details/cfbccfed4e4796fe
345,UFC 202: Diaz vs. McGregor 2,2016-08-20,http://www.ufcstats.com/event-details/5da4e8dc02e50ac0
346,UFC Fight Night: Rodriguez vs. Caceres,2016-08-06,http://www.ufcstats.com/event-details/232c582f29f8f65e
347,UFC 201: Lawler vs. Woodley,2016-07-30,http://www.ufcstats.com/event-details/72cbe507644a587c
348,UFC on FOX: Holm vs. Shevchenko,2016-07-23,http://www.ufcstats.com/event-details/8a028648f3f0761d
349,UFC Fight Night: McDonald vs. Lineker,2016-07-13,http://www.ufcstats.com/event-details/5e7a28f20927d64a
350,UFC 200: Tate vs Nunes,2016-07-09,http://www.ufcstats.com/event-details/aa5b4eff51bdc7d1
351,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,2016-07-08,http://www.ufcstats.com/event-details/cd42bbe8887bba90
352,UFC Fight Night: Dos Anjos vs. Alvarez,2016-07-07,http://www.ufcstats.com/event-details/45a2ba3ef82b9700
353,UFC Fight Night: MacDonald vs Thompson,2016-06-18,http://www.ufcstats.com/event-details/563d051c9e769b24
354,UFC 199: Rockhold vs. Bisping 2,2016-06-04,http://www.ufcstats.com/event-details/ff4c3ab594c7fac3
355,UFC Fight Night: Almeida vs Garbrandt,2016-05-29,http://www.ufcstats.com/event-details/990060b2a68a7b82
356,UFC 198: Werdum vs Miocic,2016-05-14,http://www.ufcstats.com/event-details/a4bf17bd3ba3423b
357,UFC Fight Night: Overeem vs Arlovski,2016-05-08,http://www.ufcstats.com/event-details/a314687f372b2cec
358,UFC 197: Jones vs Saint Preux,2016-04-23,http://www.ufcstats.com/event-details/3d481aa374c954a1
359,UFC on FOX: Teixeira vs Evans,2016-04-16,http://www.ufcstats.com/event-details/e7e970d508529bf3
360,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,http://www.ufcstats.com/event-details/4887e5bc4dbb73ff
361,UFC Fight Night: Hunt vs Mir,2016-03-19,http://www.ufcstats.com/event-details/e60201cfab7d656d
362,UFC 196: McGregor vs Diaz,2016-03-05,http://www.ufcstats.com/event-details/db1f2ed63b54b9a7
363,UFC Fight Night: Silva vs Bisping,2016-02-27,http://www.ufcstats.com/event-details/39c568f8c579913e
364,UFC Fight Night: Cowboy vs Cowboy,2016-02-21,http://www.ufcstats.com/event-details/d56bb6dff2ae77eb
365,UFC Fight Night: Hendricks vs Thompson,2016-02-06,http://www.ufcstats.com/event-details/de99da2c0d18d34a
366,UFC on FOX: Johnson vs. Bader,2016-01-30,http://www.ufcstats.com/event-details/b3fb8d2293e17a59
367,UFC Fight Night: Dillashaw vs Cruz,2016-01-17,http://www.ufcstats.com/event-details/c6becb722706c7d8
368,UFC 195: Lawler vs Condit,2016-01-02,http://www.ufcstats.com/event-details/380e8b023290d091
369,UFC on FOX: Dos Anjos vs. Cowboy 2,2015-12-19,http://www.ufcstats.com/event-details/80d918336163b80c
370,UFC 194: Aldo vs McGregor,2015-12-12,http://www.ufcstats.com/event-details/354808cf38d9d73c
371,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,2015-12-11,http://www.ufcstats.com/event-details/20fbff570c678e1c
372,UFC Fight Night: Namajunas vs. VanZant,2015-12-10,http://www.ufcstats.com/event-details/dd39f1ca787a3d9d
373,UFC Fight Night: Henderson vs Masvidal,2015-11-28,http://www.ufcstats.com/event-details/4d636c3aa1105950
374,UFC Fight Night: Magny vs Gastelum,2015-11-21,http://www.ufcstats.com/event-details/243b07fc65ccbb16
375,UFC 193: Rousey vs Holm,2015-11-14,http://www.ufcstats.com/event-details/8d04923f2db59b7f
376,UFC Fight Night: Belfort vs Henderson 3,2015-11-07,http://www.ufcstats.com/event-details/5345f86680378fc1
377,UFC Fight Night: Holohan vs Smolka,2015-10-24,http://www.ufcstats.com/event-details/f3155a94ca420126
378,UFC 192: Cormier vs Gustafsson,2015-10-03,http://www.ufcstats.com/event-details/119ebea97e914dcf
379,UFC Fight Night: Barnett vs Nelson,2015-09-26,http://www.ufcstats.com/event-details/a4dd5c9a75763295
380,UFC 191: Johnson vs Dodson 2,2015-09-05,http://www.ufcstats.com/event-details/82f5c81f4e3c3eb5
381,UFC Fight Night: Holloway vs Oliveira,2015-08-23,http://www.ufcstats.com/event-details/2ce6541127b0e232
382,UFC Fight Night: Teixeira vs Saint Preux,2015-08-08,http://www.ufcstats.com/event-details/b71667c778b6d9e5
383,UFC 190: Rousey vs Correia,2015-08-01,http://www.ufcstats.com/event-details/a9c45a8b21eabadc
384,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,http://www.ufcstats.com/event-details/0c3838c8f7c620c2
385,UFC Fight Night: Bisping vs Leites,2015-07-18,http://www.ufcstats.com/event-details/ef7fa30364cbe7f2
386,UFC Fight Night: Mir vs Duffee,2015-07-15,http://www.ufcstats.com/event-details/36877f0e62b25b96
387,The Ultimate Fighter: American Top Team vs. Blackzilians Finale,2015-07-12,http://www.ufcstats.com/event-details/a890f9a791ed615d
388,UFC 189: Mendes vs McGregor,2015-07-11,http://www.ufcstats.com/event-details/3be081c29bf734d9
389,UFC Fight Night: Machida vs Romero,2015-06-27,http://www.ufcstats.com/event-details/86e388ed20761ad9
390,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,http://www.ufcstats.com/event-details/194fc025f9355db6
391,UFC 188: Velasquez vs Werdum,2015-06-13,http://www.ufcstats.com/event-details/a58114c6dd0add64
392,UFC Fight Night: Boetsch vs Henderson,2015-06-06,http://www.ufcstats.com/event-details/06dc1a58663579d2
393,UFC Fight Night: Condit vs Alves,2015-05-30,http://www.ufcstats.com/event-details/aae0897825336b1a
394,UFC 187: Johnson vs Cormier,2015-05-23,http://www.ufcstats.com/event-details/4f7e290e71d60f87
395,UFC Fight Night: Edgar vs Faber,2015-05-16,http://www.ufcstats.com/event-details/b1605ea39fba6af6
396,UFC Fight Night: Miocic vs Hunt,2015-05-09,http://www.ufcstats.com/event-details/8a1b4330c7957961
397,UFC 186: Johnson vs Horiguchi,2015-04-25,http://www.ufcstats.com/event-details/997b4f52f76a0b53
398,UFC on FOX: Machida vs Rockhold,2015-04-18,http://www.ufcstats.com/event-details/bc7cf284c1c2f16e
399,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,http://www.ufcstats.com/event-details/5de61b03868035ff
400,UFC Fight Night: Mendes vs Lamas,2015-04-04,http://www.ufcstats.com/event-details/16d09e800ad7ec79
401,UFC Fight Night: Maia vs LaFlare,2015-03-21,http://www.ufcstats.com/event-details/fa534853eb195270
402,UFC 185: Pettis vs Dos Anjos,2015-03-14,http://www.ufcstats.com/event-details/f54200f1dfb9b5d4
403,UFC 184: Rousey vs Zingano,2015-02-28,http://www.ufcstats.com/event-details/ad4e9055bf8cd04d
404,UFC Fight Night: Bigfoot vs Mir,2015-02-22,http://www.ufcstats.com/event-details/0577808d22dfe79c
405,UFC Fight Night: Henderson vs Thatch,2015-02-14,http://www.ufcstats.com/event-details/f9c7fe2682af3802
406,UFC 183: Silva vs Diaz,2015-01-31,http://www.ufcstats.com/event-details/43563a32c3f10e95
407,UFC on FOX: Gustafsson vs Johnson,2015-01-24,http://www.ufcstats.com/event-details/706404da0775dcbc
408,UFC Fight Night: McGregor vs Siver,2015-01-18,http://www.ufcstats.com/event-details/f9aa6376ae16bfb4
409,UFC 182: Jones vs Cormier,2015-01-03,http://www.ufcstats.com/event-details/a72d260b436924c4
410,UFC Fight Night: Machida vs Dollaway,2014-12-20,http://www.ufcstats.com/event-details/4e5bbc4566049cbf
411,UFC on FOX: Dos Santos vs Miocic,2014-12-13,http://www.ufcstats.com/event-details/d4a12dfa4067742f
412,The Ultimate Fighter: A Champion Will Be Crowned Finale,2014-12-12,http://www.ufcstats.com/event-details/222d6b547de2e035
413,UFC 181: Hendricks vs Lawler II,2014-12-06,http://www.ufcstats.com/event-details/dfdd0c5dd0d4bc23
414,UFC Fight Night: Edgar vs Swanson,2014-11-22,http://www.ufcstats.com/event-details/155a02a8b4311057
415,UFC 180: Werdum vs Hunt,2014-11-15,http://www.ufcstats.com/event-details/59851163aaf1aed8
416,UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,http://www.ufcstats.com/event-details/6ca68b636fbc1f18
417,UFC Fight Night: Rockhold vs Bisping,2014-11-07,http://www.ufcstats.com/event-details/371a1c91b24dec2b
418,UFC 179: Aldo vs Mendes 2,2014-10-25,http://www.ufcstats.com/event-details/53f02bbc41d99432
419,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,http://www.ufcstats.com/event-details/0313bf497de9c470
420,UFC Fight Night: Nelson vs Story,2014-10-04,http://www.ufcstats.com/event-details/8dc4f34c1f50d00d
421,UFC 178: Johnson vs Cariaso,2014-09-27,http://www.ufcstats.com/event-details/3bb030257966b022
422,UFC Fight Night: Hunt vs Nelson,2014-09-20,http://www.ufcstats.com/event-details/2dea80c069847321
423,UFC Fight Night: Bigfoot vs Arlovski,2014-09-13,http://www.ufcstats.com/event-details/a71feb7ea7592a71
424,UFC Fight Night: Jacare vs Mousasi,2014-09-05,http://www.ufcstats.com/event-details/9bcfb40dbcd50568
425,UFC 177: Dillashaw vs Soto,2014-08-30,http://www.ufcstats.com/event-details/269d103c96a4c3a5
426,UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,http://www.ufcstats.com/event-details/063649e21bc9d6d5
427,UFC Fight Night: Bisping vs Le,2014-08-23,http://www.ufcstats.com/event-details/770b9d4813c25902
428,UFC Fight Night: Bader vs Saint Preux,2014-08-16,http://www.ufcstats.com/event-details/fd7acf42bd6e7e95
429,UFC on FOX: Lawler vs Brown,2014-07-26,http://www.ufcstats.com/event-details/05fbfe628658c538
430,UFC Fight Night: McGregor vs Brandao,2014-07-19,http://www.ufcstats.com/event-details/073eee4e62f0d988
431,UFC Fight Night: Cowboy vs Miller,2014-07-16,http://www.ufcstats.com/event-details/79ded75550efc139
432,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,http://www.ufcstats.com/event-details/1c5879330d42255f
433,UFC 175: Weidman vs Machida,2014-07-05,http://www.ufcstats.com/event-details/53adf5b845d91e4a
434,UFC Fight Night: Swanson vs Stephens,2014-06-28,http://www.ufcstats.com/event-details/c0ed7b208197e8de
435,UFC Fight Night: Te Huna vs Marquardt,2014-06-28,http://www.ufcstats.com/event-details/ac9521250dc1a14c
436,UFC 174: Johnson vs Bagautinov,2014-06-14,http://www.ufcstats.com/event-details/5b5307450405abf0
437,UFC Fight Night: Henderson vs Khabilov,2014-06-07,http://www.ufcstats.com/event-details/1fcfc3709fe58151
438,UFC Fight Night: Miocic vs Maldonado,2014-05-31,http://www.ufcstats.com/event-details/59aaf2730b84698a
439,UFC Fight Night: Munoz vs Mousasi,2014-05-31,http://www.ufcstats.com/event-details/b757c73f443d4fca
440,UFC 173: Barao vs Dillashaw,2014-05-24,http://www.ufcstats.com/event-details/9ca265dfe8323db3
441,UFC Fight Night: Brown vs Silva,2014-05-10,http://www.ufcstats.com/event-details/579fcdfcabd23a7b
442,UFC 172: Jones vs Teixeira,2014-04-26,http://www.ufcstats.com/event-details/4f2fcbefb668689d
443,UFC on FOX: Werdum vs Browne,2014-04-19,http://www.ufcstats.com/event-details/a421465acbe59c77
444,UFC Fight Night: Bisping vs Kennedy,2014-04-16,http://www.ufcstats.com/event-details/f9f07bb5a43535ed
445,UFC Fight Night: Minotauro vs Nelson,2014-04-11,http://www.ufcstats.com/event-details/d632d156c0549e07
446,UFC Fight Night: Shogun vs Henderson 2,2014-03-23,http://www.ufcstats.com/event-details/d5f820c11a121050
447,UFC 171: Hendricks vs Lawler,2014-03-15,http://www.ufcstats.com/event-details/179f1948dc234f1f
448,UFC Fight Night: Gustafsson vs Manuwa,2014-03-08,http://www.ufcstats.com/event-details/ebc1f40e00e0c481
449,UFC Fight Night: Kim vs Hathaway,2014-03-01,http://www.ufcstats.com/event-details/a26198ba5093147e
450,UFC 170: Rousey vs McMann,2014-02-22,http://www.ufcstats.com/event-details/3138fab619faf4d1
451,UFC Fight Night: Machida vs Mousasi,2014-02-15,http://www.ufcstats.com/event-details/51b0bb73a1da34bc
452,UFC 169: Barao vs Faber 2,2014-02-01,http://www.ufcstats.com/event-details/fc31f896cde2bc2e
453,UFC on FOX: Henderson vs Thomson,2014-01-25,http://www.ufcstats.com/event-details/a8d521d913df4e31
454,UFC Fight Night: Rockhold vs Philippou,2014-01-15,http://www.ufcstats.com/event-details/30a09e43f15f1d75
455,UFC Fight Night: Saffiedine vs Lim,2014-01-04,http://www.ufcstats.com/event-details/e5c9de15bb58b1c6
456,UFC 168: Weidman vs Silva 2,2013-12-28,http://www.ufcstats.com/event-details/83d0de122f2f9664
457,UFC on FOX: Johnson vs. Benavidez 2,2013-12-14,http://www.ufcstats.com/event-details/480b702debcb5433
458,UFC Fight Night: Hunt vs Bigfoot,2013-12-06,http://www.ufcstats.com/event-details/ee457ef1e1c326c1
459,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,2013-11-30,http://www.ufcstats.com/event-details/9a967e8e43dcef63
460,UFC 167: St-Pierre vs Hendricks,2013-11-16,http://www.ufcstats.com/event-details/28f3c2258a1d8874
461,UFC Fight Night: Belfort vs Henderson 2,2013-11-09,http://www.ufcstats.com/event-details/5d7c18191b8aa432
462,UFC Fight Night: Fight for the Troops 3,2013-11-06,http://www.ufcstats.com/event-details/35dc6220b113b7ec
463,UFC Fight Night: Machida vs Munoz,2013-10-26,http://www.ufcstats.com/event-details/60884f31ead1609c
464,UFC 166: Velasquez vs Dos Santos 3,2013-10-19,http://www.ufcstats.com/event-details/eae4aec1a5a8ff01
465,UFC Fight Night: Maia vs Shields,2013-10-09,http://www.ufcstats.com/event-details/43612456979e5d5e
466,UFC 165: Jones vs Gustafsson,2013-09-21,http://www.ufcstats.com/event-details/df5a77121ba84a5d
467,UFC Fight Night: Teixeira vs Bader,2013-09-04,http://www.ufcstats.com/event-details/b23fca14c7b79935
468,UFC 164: Henderson vs Pettis 2,2013-08-31,http://www.ufcstats.com/event-details/980b4e712489098e
469,UFC Fight Night: Condit vs Kampmann 2,2013-08-28,http://www.ufcstats.com/event-details/e5c38954c006f15c
470,UFC Fight Night: Shogun vs Sonnen,2013-08-17,http://www.ufcstats.com/event-details/cf1a88371c8cb690
471,UFC 163: Aldo vs Jung,2013-08-03,http://www.ufcstats.com/event-details/ebc5af72ad5a28cb
472,UFC on FOX: Johnson vs Moraga,2013-07-27,http://www.ufcstats.com/event-details/5330fe7e4c3af81c
473,UFC 162: Silva vs Weidman,2013-07-06,http://www.ufcstats.com/event-details/e0b74df14f52cd15
474,UFC 161: Evans vs Henderson,2013-06-15,http://www.ufcstats.com/event-details/8fd1f27e86661ede
475,UFC on FUEL TV: Nogueira vs. Werdum,2013-06-08,http://www.ufcstats.com/event-details/7865707fd684d77b
476,UFC 160: Velasquez vs Silva 2,2013-05-25,http://www.ufcstats.com/event-details/3c241737a6069b9f
477,UFC on FX: Belfort vs. Rockhold,2013-05-18,http://www.ufcstats.com/event-details/030f08370fd1c2bb
478,UFC 159: Jones vs Sonnen,2013-04-27,http://www.ufcstats.com/event-details/ea0ad155451ed1f5
479,UFC on FOX: Henderson vs Melendez,2013-04-20,http://www.ufcstats.com/event-details/aa79d5399571068e
480,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,2013-04-13,http://www.ufcstats.com/event-details/ce47f49e5c386a9c
481,UFC on FUEL TV: Mousasi vs Latifi,2013-04-06,http://www.ufcstats.com/event-details/6291ac0a3726732f
482,UFC 158: St-Pierre vs Diaz,2013-03-16,http://www.ufcstats.com/event-details/f1b2a4365799c48b
483,UFC on FUEL TV: Silva vs. Stann,2013-03-02,http://www.ufcstats.com/event-details/83c6c3e0f8bde8ee
484,UFC 157: Rousey vs Carmouche,2013-02-23,http://www.ufcstats.com/event-details/09c44b317c98bf96
485,UFC on FUEL TV: Barao vs McDonald,2013-02-16,http://www.ufcstats.com/event-details/4679a38cced7c64a
486,UFC 156: Aldo vs Edgar,2013-02-02,http://www.ufcstats.com/event-details/601cf40c09090853
